"Gene.name","HeLa.S3.WT.00_h.R1","HeLa.S3.WT.00_h.R2","HeLa.S3.WT.00_h.R3","HeLa.S3.WT.02_h.R1","HeLa.S3.WT.02_h.R2","HeLa.S3.WT.02_h.R3","HeLa.S3.WT.04_h.R1","HeLa.S3.WT.04_h.R2","HeLa.S3.WT.04_h.R3","HeLa.S3.WT.08_h.R1","HeLa.S3.WT.08_h.R2","HeLa.S3.WT.08_h.R3","HeLa.S3.WT.16_h.R1","HeLa.S3.WT.16_h.R2","HeLa.S3.WT.16_h.R3","HeLa.S3.WT.24_h.R1","HeLa.S3.WT.24_h.R2","HeLa.S3.WT.24_h.R3"
"E1W9A9",118,162.5,199,9,13,6,19.5,39,9.5,24.5,29,27.5,37.5,53,28,103,114,125.5
"E1W9B0",15.5,19,32,1.5,1,0,2,11.5,2.5,4.5,10,3.5,13,16.5,19.5,79,86,119.5
"E1W9B1",4,3,0.5,0,2.5,0,0,4,0.5,0.5,0.5,0,0,0.5,0,14,4.5,16
"E1W9B2",0.5,2.5,1.5,1,0.5,0,1,4,0,1,1,4,3,6,1.5,22,24,35
"E1W9B4",7,6.5,8,0.5,0.5,0,0.5,1,0.5,0.5,5,2.5,4,6.5,8.5,32,35,48
"E1W9B5",41,43,55,13.5,14,19.5,17.5,43.5,10,21.5,43.5,39,37.5,49,57.5,114,118.5,127
"E1W9B7",22.5,23,18.5,5,5,2,12,11,3,6,20,14,29.5,34.5,26.5,57,71,82.5
"E1W9B8",24.5,33.5,26.5,26,29,7,40.5,68.5,31,33.5,70,67,110,125,122,135.5,164.5,234
"E1W9B9",7.5,14,8,2,3,0,9,7,2.5,6,10,8.5,21.5,19.5,14.5,65,73,78.5
"E1W9C3",6,6,35.5,0,0.5,0,0,1.5,1,10.5,2,0.5,5,7.5,4,46.5,44.5,38
"E1W9C6",3.5,7.5,11.5,0,1,0,3,3.5,3,1,2,1.5,7,12,13,32.5,46.5,51.5
"E1W9C7",3,4,4.5,0,1,0.5,1,4,2,1.5,2.5,2.5,1.5,4.5,5,13,21.5,28.5
"E1W9C8",6,4,5,0.5,2.5,0,0,2,2,3,0.5,0.5,4.5,3.5,6.5,28,31.5,36.5
"E1W9C9",16.5,13,6.5,10.5,14,6,27.5,28.5,14.5,23,33,21,31,51.5,35.5,66.5,74,85.5
"E1W9D0",1238,1715.5,1123.5,191.5,230.5,85.5,334.5,496.5,215.5,239,531,394.5,644.5,822,676.5,701,791,948.5
"E1W9D1",16,24.5,19,1.5,0.5,1.5,3,2,2,1.5,2,9.5,7,13,14.5,51.5,54,64.5
"E1W9D2",2.5,4.5,3,1,0,0,0,0.5,1.5,2,3,0.5,10.5,9,7,31.5,41,67
"E1W9D3",14,11.5,13.5,7,7.5,5,11,14,11,19.5,23,32,33.5,35.5,41.5,124,131.5,141.5
"E1W9D4",56,62,63,3,1,0,7,9.5,2,4.5,8,5,25.5,35,39,205,200.5,263.5
"E1W9D5",12,13.5,8,0.5,0,0.5,2,3,0.5,4,2,4,13.5,10,18,67.5,92.5,99.5
"E1W9D6",6.5,13,13,2,3.5,0,4.5,3,2,2.5,6,1.5,11,6.5,10.5,51,55,65
"E1W9D7",67.5,91,52,3,9,3,22.5,34.5,7,7.5,7,19,46.5,41,48.5,178.5,258.5,333.5
"E1W9D8",104,138,95,7.5,14.5,8,22,28.5,5.5,21,28,31.5,33.5,46.5,38.5,147.5,151.5,194.5
"E1W9D9",27.5,42,34,6.5,3,3,3.5,14,4,3,15,12.5,14,17.5,14.5,70,82,98.5
"E1W9E0",16,31,25.5,3,1,0,5,6.5,4.5,3.5,16.5,8,17.5,26,10,108,97,47.5
"E1W9E1",28,44.5,40.5,3,5,2.5,6,8,3.5,3.5,12.5,8.5,19.5,26,21,91,97.5,142
"E1W9E2",20,31,40,2.5,4.5,4,6,9,3,2.5,11,7,17.5,16.5,14,78.5,105.5,108
"E1W9E3",38.5,41,49.5,3.5,1.5,2,10,9.5,3.5,6.5,10.5,7,18.5,27.5,23,99,118.5,127.5
"E1W9E4",1,4,3.5,1.5,1,0,2,1,0,4,1,0.5,5.5,10,7.5,33,37.5,54.5
"E1W9E5",2,7,1.5,0.5,2,0,0.5,2,1.5,1,5,3,4.5,3,5,32.5,17.5,38
"E1W9E6",12.5,13.5,11,0,1,1.5,1,0.5,0,3,6,4,6.5,10.5,7,16.5,21.5,12.5
"E1W9E7",38.5,38,30.5,1.5,6.5,0.5,8.5,17.5,3.5,7,14.5,12,18.5,29,18.5,62,64.5,89
"E1W9E8",54.5,57.5,41,4,8.5,0.5,6.5,23,8.5,15.5,22,13.5,36,43,31,82.5,104.5,107
"E1W9E9",130.5,152.5,183.5,8.5,15.5,5,20.5,49,21,35,59,36,91,111.5,74,273.5,280.5,311
"E1W9F2",34,23,16.5,0.5,1.5,0,0,1,1,0.5,6,4,5,8,16,50,67,83
"E1W9F3",20,28.5,21.5,0.5,2,1,1.5,7.5,1,2,6,3.5,17,13,27.5,168,179,192.5
"E1W9F4",6,9.5,9,1,4,4,4,7,3,6.5,12,14,12.5,13,25,63.5,62.5,74
"E1W9F5",11,5.5,5,1.5,2,0.5,2.5,4.5,1.5,0.5,4,5,7,8,10.5,40.5,49,46
"E1W9F9",81,33,12,4,4,1,5,5,2,97.5,101.5,4,73.5,124,15.5,248.5,296.5,60
"E1W9G0",1.5,2,1,1,1,0,1.5,0.5,2,1,1,1,5.5,4,4.5,35,36,44
"E1W9G1",4.5,5.5,2,0,1.5,0,3,6,1.5,5,7.5,3.5,10,14,9.5,31.5,40.5,37
"E1W9G2",3,4.5,2,0.5,3.5,0,4,8.5,2,5.5,9.5,4,13,14.5,10,20.5,26.5,30.5
"E1W9G3",19,9,24.5,4,10,7,15.5,27,7,22,33,20.5,35,38.5,22,31.5,46.5,57
"E1W9G4",16.5,19,21,7.5,8,4,9.5,20,7.5,9.5,28.5,18.5,35.5,44.5,29,43,48.5,44
"E1W9G5",14.5,13,14.5,7.5,9,1.5,12,25.5,7,13.5,34.5,22,43,58.5,31.5,81,75,100.5
"E1W9G6",206,290.5,239,45.5,58,19,79,149.5,41,69,176.5,112,241,288,241.5,501.5,530,619
"E1W9G7",38,48.5,51,8,4,5.5,13.5,20,4.5,10.5,27,19,28,32,33.5,73.5,91.5,123.5
"E1W9G8",33.5,39.5,48,4.5,7,7,11.5,18.5,8,15.5,30.5,15,45.5,47.5,42.5,154,152,167.5
"E1W9G9",18,30.5,27.5,2.5,4,0.5,3,11,3,5.5,10.5,9,13,21.5,18.5,35,45,64
"E1W9H0",42.5,52.5,47,5.5,14.5,2.5,18,26,5,20.5,24,17,37.5,44,40,101.5,140.5,149
"E1W9H1",34,40,46,10,12.5,7,15,25,12,24,51,31,62,75,71,160,187,216.5
"E1W9H2",11.5,12,14.5,1.5,2,0.5,2.5,5.5,3,5,9.5,7.5,17,19.5,20,66,89.5,92.5
"E1W9H3",15,9,9.5,1.5,0,0,1,0.5,0.5,0,2,0,7.5,6.5,5,35,39.5,46
"E1W9H4",23,36.5,24.5,5.5,1.5,2,5,15.5,6,10.5,16,11.5,25,36,24,159,181,221
"E1W9H5",38.5,37.5,29.5,1.5,1.5,0,4,7,2.5,4,14.5,7,18.5,28,13,108.5,150,112.5
"E1W9H6",28.5,36.5,35,3,1.5,0,10,13.5,4.5,11.5,25.5,6.5,20.5,30,40.5,125.5,155,151.5
"E1W9H7",30,46,26.5,14,7,2.5,14,22.5,5.5,7.5,23.5,11.5,22,32.5,31.5,184,155,188.5
"E1W9H8",8.5,13.5,7.5,5.5,5.5,2.5,10,15.5,5,8.5,16,17,24,20.5,28.5,48,52.5,72
"E1W9H9",12.5,17,41,2.5,7.5,6.5,6.5,12.5,4,15.5,27,11.5,33,39.5,29,71.5,79,98
"E1W9I0",117,132,143.5,12.5,12.5,4.5,10.5,27,11,18,36.5,23,55,62,46.5,175,200.5,247.5
"E1W9I2",2.5,2.5,3.5,0,1,0,1,0,0,0,0,0.5,1,2.5,1,4.5,6.5,10
"E1W9I3",6,8.5,4.5,1.5,2.5,0.5,4,1.5,0,2,4.5,9,4,9.5,8,51,46,59.5
"E1W9I5",2,0,2.5,1,0.5,2,0,1.5,2,1,2,2.5,4,3,6,13.5,13,26
"E1W9I6",5,11,9.5,1,1.5,1,2,2,1.5,2,3.5,3,8,6,7.5,52,69.5,61.5
"E1W9I7",119,154.5,91.5,9.5,14,7,21.5,50,12.5,26.5,28.5,34,42,54,60,244.5,285,291.5
"E1W9I8",58,56.5,56,5,12,5,10,17.5,9,15.5,15,15.5,35.5,33.5,26.5,178.5,198,214
"E1W9I9",19,22,16.5,1,1,0.5,0,4,0,3,5.5,1,5.5,5.5,8.5,27.5,24.5,33
"E1W9J0",10,16,18,1.5,1.5,0,0.5,1,1.5,2,1.5,2,5,11,7.5,27.5,44,46.5
"E1W9J1",45.5,66.5,51.5,8,2,0,13.5,19,5.5,11,19.5,12,29.5,33.5,25,109.5,99,101
"E1W9J2",79.5,101,109,8,11,3,14,28.5,10.5,15.5,43,25,61,58.5,43.5,134,141,176.5
"E1W9J3",1.5,2,1,0.5,0.5,0,0.5,0.5,0,0.5,1,0,3,0,3.5,15.5,24.5,23
"E1W9J5",6,2,3.5,2,1,0,0.5,3,0,2.5,3.5,2,9.5,2.5,4,45,59,44.5
"E1W9J6",15,29.5,4,2,5,2,7.5,9.5,2.5,6,14.5,14.5,19,27,18,56.5,56.5,82
"E1W9J7",25,33.5,7.5,0.5,10.5,3.5,13.5,10.5,4.5,3.5,8,13.5,20.5,33.5,45,149.5,166.5,218.5
"E1W9J8",2,0.5,4,0,0,1,1,1,1,0.5,0.5,1,6,7,8,54.5,50.5,50
"E1W9J9",3,2,1,0.5,0,0,0,2,0.5,0.5,1,0.5,11,21,24.5,136.5,132,162
"E1W9K0",1.5,0.5,0.5,1,0.5,0.5,0,1,0,0,4.5,0.5,42,63,77.5,426,484,630
"E1W9K1",8,7,9.5,3.5,1,1,8,8,6,3.5,2,5.5,18,22,47,240.5,266.5,372.5
"E1W9K2",5,10.5,13,1,1,0.5,3,4,1.5,1,3.5,1,8.5,11.5,9.5,47,63,91
"E1W9K3",35.5,59.5,68,2.5,1.5,0.5,1.5,6,0.5,3,4,2,9.5,15.5,9,45,64,76.5
"E1W9K4",39.5,44,58.5,7,9.5,6.5,9.5,14.5,7,8.5,15.5,15,23.5,25,26,63,57,57.5
"E1W9K5",6.5,9.5,18,1,2.5,0,3,6,0.5,5,10,5,11.5,7,6,31.5,31,27
"E1W9K6",11.5,18,22,1,5.5,1,8.5,6.5,3.5,3.5,13,9,16,21,11.5,42.5,47.5,52.5
"E1W9K7",5.5,19.5,15,1,1.5,1,4,5,3,3,11,4,12,15,11.5,50.5,49,50
"E1W9K9",20.5,26.5,18,0.5,1.5,1.5,2.5,4.5,1.5,2,2.5,5.5,6.5,10,12,56,73.5,78.5
"E1W9L1",0.5,1.5,0.5,0.5,0.5,0,0,0.5,0,0.5,1,0,1,2.5,1.5,10.5,14,9
"E1W9L7",30,42.5,15.5,1,1,0,17,5,9,12.5,40,11.5,56.5,51,52,226.5,222.5,280
"E1W9M0",9.5,12.5,6.5,0.5,1,1,5.5,3.5,1,1,4.5,3.5,11.5,10.5,13,39,46.5,51
"E1W9M1",13,16,18,2,1.5,1,4,2.5,1,2,7.5,3,11.5,16,13.5,62.5,71,76.5
"E1W9M2",4.5,1,3,0,0.5,0,0.5,1,0.5,1.5,1,0,3.5,4,5,13,19.5,24.5
"E1W9M3",72,118.5,153,7,19,6.5,24,37.5,7,20,43.5,31.5,54.5,53,69.5,242,272.5,341.5
"E1W9M4",31.5,53,38,5,5,5.5,18.5,24,5.5,11.5,23.5,19,31.5,36,41,142.5,191.5,201.5
"E1W9M5",7,8,6.5,10.5,10.5,7.5,20.5,32.5,6,25.5,43,31,49.5,59.5,33.5,53,62.5,57.5
"E1W9M6",8,6.5,4.5,5,4,10.5,10,16.5,6,24.5,32,29.5,38.5,41,34,34.5,43,45.5
"E1W9M7",18,23.5,21,14.5,8.5,15,20.5,40,22,32.5,96,48,99,126,60.5,73,85.5,113.5
"E1W9M8",25,31.5,15.5,8.5,17.5,7,21.5,31.5,9.5,34,73,33,71.5,94,55,86.5,98.5,98.5
"E1W9M9",206,281,265.5,40.5,39,15,86.5,129,53.5,98,233.5,112,223.5,272,166.5,252.5,283.5,261
"E1W9N0",297.5,409.5,385,29,35,13,55.5,98,21,64.5,130,84,129.5,158.5,139,194.5,206.5,224
"E1W9N1",310,383.5,486.5,17,19,8.5,30.5,65,19.5,57,110.5,61.5,95,120,103.5,154.5,152,172
"E1W9N2",257.5,303,323.5,11.5,11,2.5,23.5,34.5,11,17,44,27,41.5,40,63.5,73,91,119.5
"E1W9N3",131.5,193.5,299.5,15.5,20.5,5.5,28.5,51,15.5,35,93,36.5,93,125.5,68,251.5,308,357.5
"E1W9N4",74,128.5,196.5,16,20.5,11,23.5,34.5,14,36.5,63,28,63.5,72,42.5,107,143,182
"E1W9N5",10,20.5,25.5,3.5,12.5,0,9,13,3.5,9,6.5,4.5,8.5,13.5,10,27,24.5,40.5
"E1W9N6",24.5,34,30.5,5.5,4,1.5,6,7.5,4.5,11.5,13,8,16.5,23.5,20,28,33,64.5
"E1W9N7",18.5,29,16.5,2.5,2,0,5.5,7.5,2.5,5,10.5,3,24.5,24.5,20,133,147,127
"E1W9N8",28,50,43.5,6,6,4,8,19,4,10.5,23.5,5,43.5,41,45.5,221.5,209,221.5
"E1W9N9",18,25.5,24,5.5,3.5,0,9,13.5,2.5,9,23,4,35,36.5,35.5,185.5,187.5,197.5
"E1W9P0",25.5,18.5,22.5,4.5,3,0,4.5,6,5.5,5.5,17.5,8,30,40.5,33.5,200,221.5,258
"E1W9P1",137.5,174,189,23,27,6,35.5,65,24,50,68.5,44,126,135,109.5,528.5,579,684.5
"E1W9P2",249.5,355.5,318,30.5,34,6.5,60,84.5,36.5,66.5,115,61.5,124,127,102.5,337,402,458.5
"E1W9P3",50,83,51.5,9.5,11.5,1,26.5,37.5,8.5,23.5,32,16.5,41.5,40.5,46,108,146.5,201
"E1W9P4",3.5,3,3.5,0.5,1,0,1.5,0.5,0,0,0.5,2.5,5,6,7,42.5,49,54.5
"E1W9P5",7.5,7,6.5,3,0,0.5,3.5,4,1,0.5,4.5,4.5,5,9.5,13.5,38.5,51,63
"E1W9P6",6,14,15.5,1.5,0,0,0,2.5,1,2.5,3.5,4,6,6.5,7,39,37.5,52.5
"E1W9P7",18.5,16.5,13.5,0,2,0,2,7,1,0.5,2,3.5,3,6.5,6.5,27,28,35
"E1W9P8",68,77,100,3,7.5,1.5,7,19.5,4,26.5,29,21,56,73.5,42,76,116.5,121.5
"E1W9P9",1,3,1,1,1,0,1.5,3.5,0,2.5,4.5,1,5,6,5.5,13,17.5,18.5
"E1W9Q0",2,2.5,2.5,2,3,0.5,4,8,0.5,2,5.5,2,2.5,5,4.5,25.5,25.5,31.5
"E1W9Q1",5.5,7.5,2,0.5,0,1.5,2.5,3.5,0.5,3.5,3,3,4,4.5,5.5,19,27,25
"E1W9Q9",0.5,3.5,4.5,1,4.5,0,2.5,4.5,1,1.5,7,6.5,8,12.5,10,43,41.5,58.5
"E1W9R0",160,222.5,243,23.5,31,13,44.5,70,29,42.5,68.5,46.5,149,164.5,164.5,556,622.5,690
"E1W9R1",12.5,7.5,13,2,2.5,0.5,2,9.5,1.5,4.5,7,5,15,12.5,16,59.5,52.5,53.5
"E1W9R2",13,9.5,10.5,1.5,4.5,1.5,2,5,0.5,3.5,7.5,3,10,13.5,9,41,47.5,48
"E1W9R3",9.5,8.5,8,0.5,0.5,3,0,1.5,2,3,6.5,1.5,6,2.5,6.5,21.5,15,24.5
"E1W9R4",7,12.5,9,0,4,0,7.5,2,1.5,3,6.5,8,8,15,10.5,39,35.5,50
"E1W9R6",118.5,131.5,100,6,9.5,2.5,11,23,4.5,9,29,25,42,54,66,215,233.5,283.5
"E1W9R7",8,11.5,10,0.5,2,0,0.5,2.5,3.5,1,4,2.5,10,9,20,47,48,71.5
"E1W9R8",123,157,59,16,11.5,6.5,17,24.5,6.5,3,11,27,16,22,35.5,65.5,88,142
"E1W9R9",26.5,38.5,21,10.5,10.5,3,17,21,11.5,11,35.5,18.5,47.5,55,48,93,100,133.5
"E1W9S0",17,37.5,20.5,5,5,0.5,9,10,9.5,11,22,15.5,29.5,31.5,24.5,43.5,51,80
"E1W9S1",25,28.5,37.5,4,4.5,1.5,3.5,10.5,6,11.5,16.5,16,17,30,22,39,42,56.5
"E1W9S2",9.5,19,11.5,0.5,1.5,1.5,1.5,5.5,1.5,3.5,5.5,5.5,5.5,7,7.5,19,27.5,32
"E1W9S3",11,17.5,38,7.5,4.5,2,6.5,9,6.5,11.5,18.5,9,24,26.5,19.5,39.5,41,42
"E1W9S4",23,20,28.5,4,5.5,0,5.5,4,1,5,7,9,10,15,11.5,54,56.5,63
"E1W9S5",2.5,9,7.5,2.5,2,1,16,21,7,9.5,17.5,14,14.5,32.5,20,60,69.5,95
"E1W9S6",1,5.5,4.5,0,5,3,3.5,5.5,6.5,5.5,9.5,6,16,17.5,18,44.5,43,67
"E1W9S7",2.5,3,3.5,2.5,4,1,6,10.5,2.5,6,11.5,7.5,15,23,17.5,95,82,113
"E1W9S8",4.5,5.5,6,8.5,9,3.5,12.5,19,11.5,21.5,40,25.5,36,44.5,41.5,47,53,66
"E1W9S9",12,15.5,7.5,9.5,10.5,3,12.5,33,8.5,12.5,38.5,41.5,37.5,39,33.5,56.5,73,101
"E1W9T0",4.5,2,3,5.5,2.5,0,5,15.5,7,12.5,29.5,10,22.5,28.5,30.5,59,73.5,94.5
"E1W9T1",6,8.5,9,10,9.5,11,20.5,28,12.5,38.5,44.5,30.5,66.5,93.5,79.5,228.5,210,246
"E1W9T2",3.5,6,5,5,12,7.5,12,36.5,13.5,30,60,26.5,65.5,78,42.5,70,92.5,120
"E1W9T3",2,3,5,1.5,6,0,6,15,12.5,19.5,31.5,24.5,35,60,30,42.5,58,71.5
"E1W9T4",0.5,2.5,4.5,2.5,10,2.5,7,16.5,6,13,25,16,34.5,42.5,29,42.5,51.5,44
"E1W9T5",2,2,1,3.5,6.5,4,7,8,6,12.5,30.5,15,36,32,23,39.5,51,47.5
"E1W9T6",135,130,276,14,16,11.5,22.5,37,36,106.5,298.5,74.5,369.5,449,357,1715,2034.5,2305.5
"E1W9T7",87,105.5,110,40,48,20.5,35.5,69,28,23.5,55.5,47.5,68,76.5,81.5,240.5,262.5,338.5
"E1W9T8",20.5,26.5,12.5,2,2.5,0.5,1.5,6.5,2.5,3,5,4,10,15.5,17.5,68,68,88.5
"E1W9T9",16.5,17,17,1,0.5,0,1.5,0.5,1.5,0.5,0.5,1,1.5,5.5,5.5,35,35.5,55
"E1W9U0",8.5,8.5,5.5,1,0.5,0,1.5,3,0,0.5,1,2,1.5,2.5,2,19.5,19.5,21
"E1W9U2",3.5,2,3,0.5,0,0,0.5,1,0,0.5,0,0,1.5,2,1.5,4.5,2,9.5
"E1W9U3",2.5,5.5,4,0,2.5,0,0.5,4.5,0,0,1,0,3.5,3.5,4.5,11.5,14,13.5
"E1W9U4",43,53.5,48.5,4,4.5,4,11.5,20.5,8.5,8.5,13.5,11.5,25,28.5,29.5,69,81.5,93.5
"E1W9U8",3,7,6,0.5,0.5,0,1,8.5,2,1.5,3,3,5,6.5,7,29,31,38.5
"E1W9U9",5,3,3,0,1.5,0,1.5,0.5,0.5,0,2.5,3.5,3,8.5,9,14.5,20,18
"E1W9V1",9,19.5,12,11,7.5,7,11,17,19,30.5,62,69,85.5,124.5,163,259.5,265,300.5
"E1W9V2",13,22,25.5,1.5,2.5,1,5,4.5,2,7,21.5,11.5,11.5,17.5,21,57.5,65,81
"E1W9V3",18,17,13,3,2,0,3,8,1,2.5,4,8.5,6.5,14,10,38,34,46.5
"E1W9V4",21.5,18.5,32.5,0,4,0.5,12,13.5,4.5,6.5,10,9.5,13,19,16.5,57.5,55.5,68.5
"E1W9V5",19.5,30,21,2.5,4.5,3,6.5,13.5,2.5,4.5,11.5,9.5,9,14.5,12,32.5,32.5,45
"E1W9V6",17,13.5,13,2.5,2,0.5,5,6.5,2,3,3.5,2.5,4,7,10,20,22.5,34
"E1W9V7",30.5,51.5,47.5,4,2,0,2,2,1,1.5,5.5,3,19.5,16.5,19.5,92.5,95.5,141
"E1W9V8",34.5,53,53,4,2.5,1.5,4,10.5,3,7,8,6,22,26,41,138,176.5,216
"E1W9V9",14,11.5,25,0.5,1.5,0.5,2.5,4.5,1,2,9,8.5,10.5,15.5,13.5,42.5,45,58.5
"E1W9W1",2,2.5,4,1.5,0.5,2,1,2,1,2.5,1.5,1.5,4.5,6.5,7.5,19,13,26.5
"E1W9W2",4.5,6,9,1.5,0,0,0,1,2.5,0,2,0.5,6,4.5,7,45.5,55,66.5
"E1W9W3",7.5,15,17,2,2.5,2,4.5,9,3.5,3.5,6.5,5.5,18,13,30.5,135.5,161.5,178
"E1W9W4",13.5,23.5,25,8,8,4,8,12.5,3,8,16.5,5.5,41.5,50.5,39,293,367.5,366.5
"E1W9W5",13.5,17,21.5,3.5,2.5,0,3,7.5,3.5,4.5,11.5,6,30.5,31.5,38.5,208,268.5,281.5
"E1W9W6",53.5,78.5,64.5,17,20.5,7.5,21.5,45,8.5,15,32,40.5,167.5,216.5,227.5,1315.5,1478,1381
"E1W9W7",37.5,43.5,55.5,16,24.5,23.5,24.5,22.5,17.5,34.5,51,66.5,57,84.5,121.5,186.5,195,219
"E1W9W8",9.5,7.5,10.5,0.5,0,0,0,0.5,0,1.5,0.5,3.5,3,2.5,3.5,16.5,20.5,30
"E1W9W9",440,574,425.5,32,50,11,82.5,121.5,23,55.5,104,50,121.5,141,142,503,587.5,698.5
"E1W9X0",10.5,22.5,17,3.5,6,0.5,2.5,2,0.5,1,5,2.5,17,19.5,20,79.5,92,114.5
"E1W9X1",13,9.5,11.5,0.5,1.5,0,0,4.5,1,3.5,5,3,8.5,17.5,16,108.5,117,117.5
"E1W9X2",7,16.5,10,6,1,1,3.5,3.5,0.5,3,5,3,14.5,15,20.5,153.5,172,203
"E1W9X3",27.5,53.5,33,2,6.5,1.5,5.5,4.5,2,4,8,4.5,17.5,19,15,106.5,115.5,133.5
"E1W9X4",81.5,93,99.5,5.5,9,3.5,23.5,27.5,9,25.5,39.5,27.5,95.5,99,105.5,638.5,691,744.5
"E1W9X5",1.5,1.5,1.5,3,0,0,0.5,1,0,1,0,0,4,3.5,11.5,87.5,92.5,130.5
"E1W9X7",5,4,7.5,0,1,1,0.5,2,0,1,4,0,11,7,11,76,92,136
"E1W9X8",22.5,33.5,25.5,1.5,2,0,5.5,4,1.5,2.5,3.5,2.5,19.5,17,27,163.5,180,201.5
"E1W9X9",15,6,5,1.5,0,0.5,1.5,5.5,0.5,2.5,7,1.5,7,7.5,21.5,144.5,139,140.5
"E1W9Y1",8.5,6.5,9.5,0,1,3,1,2,0.5,2,8,0.5,6,4.5,6,44,40.5,43
"E1W9Y2",14.5,10.5,21,2,0.5,0,1.5,7.5,1.5,2,5.5,3,10,13,10,47,41.5,59.5
"E1W9Y3",15.5,22.5,24.5,0,1.5,2,3.5,7.5,3,2.5,6,4,13,14,9.5,52.5,48,70.5
"E1W9Y4",16,18.5,19.5,4,0,0,3.5,10,3,3,4.5,5.5,12,15.5,13.5,68.5,61,91
"E1W9Y5",8.5,11.5,10,0,2.5,1,2.5,5,2,2.5,6,6,11,14,9,33,41.5,46.5
"E1W9Y6",4,7.5,10.5,1.5,2,0,3.5,2,2,1.5,4.5,2.5,3,5,5,17,21,23.5
"E1W9Y7",6,11.5,8,1,1.5,0.5,2.5,2.5,1,2,3.5,0.5,3,6,5.5,28,27,30.5
"E1W9Y8",23,27,28,1,2.5,0,1,4,2.5,5.5,9,6.5,24,21,14,84,90,89
"E1W9Y9",10.5,15.5,6.5,4.5,3.5,0,4.5,16.5,1,19.5,33,18,57.5,76.5,96,203.5,229,236
"E1W9Z0",1,2,0.5,0.5,1,1,1.5,2,2.5,1,3.5,3.5,6,8.5,14.5,22,30,28.5
"E1W9Z1",0.5,2,0.5,0.5,2,0.5,5.5,6,1.5,3,7.5,6,10,6.5,12,40,57,56.5
"E1W9Z2",2,2,1.5,5,0.5,0,4,5.5,1,4.5,8,5,13.5,9,17.5,62.5,77.5,81.5
"E1W9Z3",7,7.5,3,1,0.5,0,2.5,2,2.5,2.5,10.5,6.5,7.5,18,23.5,81.5,103,105
"E1W9Z4",3.5,3,3.5,1.5,2,0,7.5,10,0.5,5,14,8,13,18,18.5,77,102.5,115
"E1W9Z5",9,16,3.5,14.5,17,2.5,29.5,57.5,8,57.5,85.5,43.5,57.5,84.5,45,62,98,88
"E1W9Z6",8.5,12.5,3.5,9.5,16,2.5,14.5,21,10.5,7,29,31.5,39.5,33.5,41,88,95.5,110.5
"E1W9Z7",3.5,3.5,2.5,1,1.5,1.5,1,1,1,7,6.5,4,8.5,5.5,8.5,62.5,54.5,64
"E1W9Z8",19.5,27,32.5,4.5,9,8.5,7,22.5,7,9.5,23,14,26.5,32,23,58,65,75.5
"E1W9Z9",13,13,18.5,10.5,14,12.5,12,28.5,12,27.5,54,36.5,66.5,78,80.5,150.5,174.5,226
"E1WA00",49.5,64.5,28.5,4,8.5,1,19.5,26,6,14.5,20,20,34.5,45,39,109,130,176.5
"E1WA01",12.5,13,11,2,4.5,0.5,10.5,15.5,8,9,25,13,23.5,35,19.5,52,56.5,61.5
"E1WA05",13.5,7,7,2,2,0,1,2,1,0.5,6.5,4,6,7,9.5,89.5,96,100
"E1WA06",5,4.5,3.5,2,1,0,0,0,0.5,0,4,3,2.5,4,3,21,25.5,33.5
"E1WA09",0.5,1.5,0.5,0.5,1,0,0.5,0,0.5,0,0.5,0,0.5,1,0.5,5.5,4.5,8
"E1WA13",2.5,4,4,1,0,0,1,1,1.5,0.5,2.5,0,5,2.5,4.5,29.5,28,46.5
"E1WA14",9,13,5,0.5,2.5,0.5,1,8,1.5,0.5,1,3.5,1,7.5,4,15,17,18.5
"E1WA16",0.5,2,0.5,0.5,1,0,2,2.5,0.5,0,1,1.5,4.5,4.5,3.5,6.5,5,6.5
"E1WA17",17.5,22.5,7.5,2,6.5,5,2.5,7.5,0.5,5,6,2,7.5,7.5,8,19,21.5,32
"E1WA18",60,76.5,51.5,6.5,10.5,0,13,23.5,9,5,16.5,16,16,25,22.5,57.5,86.5,94
"E1WA19",4.5,2.5,3,0.5,1,0,1.5,0,0,0,1,1.5,3.5,1.5,3.5,16,13,23
"E1WA20",1.5,4.5,2.5,0.5,0.5,0,0.5,0,0.5,0,1,2.5,1.5,0.5,2,17.5,21,21
"E1WA21",2,2,3.5,0,1.5,0,0,0.5,1,0,1,1,1,1,1.5,15,8.5,4
"E1WA22",49.5,68,29,8.5,11,0.5,10.5,21,2,10,49.5,3.5,23,29,7,64,73.5,56
"E1WA23",0.5,3,3,0,0,1,1,1.5,1,2.5,2.5,0.5,3,4,1,20.5,26,23.5
"E1WA24",6.5,14,12.5,4,4,0.5,5.5,15,5.5,0.5,8,10.5,12.5,18.5,27.5,98.5,104,135.5
"E1WA25",13,23,15.5,1.5,8,2.5,7,12.5,6,3,9,10,21.5,35,33.5,145.5,149.5,189.5
"E1WA27",4.5,1.5,5,1,1.5,0,0.5,7,2,2,2.5,1.5,9.5,11,10,38,50.5,68.5
"E1WA28",16.5,17,13.5,7,16,6,26,53,16,19.5,50,32,118.5,137.5,168,702.5,711,863.5
"E1WA29",15.5,12.5,16.5,206.5,255,163,385.5,671,236,441.5,988.5,633.5,1227.5,1430.5,1546.5,2202,2470.5,2792.5
