"Gene.ontology.ID","Definition","Parent.Terms","Term","Gene.name"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","RAN"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","LONP1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","TOP1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","DCTPP1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","APEX1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","GRWD1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","PSME4"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","UBB"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","DONSON"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","MBD2"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","CLSPN"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","NASP"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","POLE3"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","CHEK1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","EXD2"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","ING5"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","TK1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","XRCC6"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","XRCC5"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","CDC25C"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","DUT"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","ORC6"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","UPF1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","XPA"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","UVRAG"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","ALKBH1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","CBS"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","EXO1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","DOT1L"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","POLH"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","FBXO6"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","CSNK1E"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","SETMAR"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","INTS3"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","CDC34"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","RAD51AP1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","PDS5B"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","BRIP1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","RHNO1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","SUMO1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","MSH6"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","MSH2"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","KAT7"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","GTF2H3"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","ENDOV"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","ACD"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","RNASEH1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","LIG1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","EID3"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","ORC5"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","HELLS"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","FANCL"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","CDC25A"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","CDK2"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","ING4"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","GTF2H1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","IGHMBP2"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","FANCD2"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","RECQL"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","LIG4"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","WDHD1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","KPNA2"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","VCP"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","RNASEH2A"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","NCOA6"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","POLD4"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","POLE2"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","PRIM1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","BARD1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","POLG2"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","POLI"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","ALKBH3"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","REV1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","BACH1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","USP3"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","USP7"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","BLM"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","TATDN3"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","NTHL1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","FANCC"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","CDC45"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","INIP"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","RAD21"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","DNASE1L1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","DDB1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","CHD1L"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","NUDT1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","SMARCAD1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","ERCC1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","ENDOG"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","UBE2V2"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","TATDN1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","RPA2"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","INSL6"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","PTMS"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","UBE2A"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","MEN1"
"GO:0006259"," Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."," is-a cellular macromolecule metabolic process is-a nucleic acid metabolic process"," DNA metabolic process","DMC1"
